Country,StockCode,ProductName,Growth_Rate
"United Kingdom",23084,"add stock to allocate online orders",-0.5
"United Kingdom",23084,"for online retail orders",-0.5
"United Kingdom",20713,found,-0.5
"United Kingdom",23197,"VEGETABLE MAGNETIC  SHOPPING LIST",-0.5
"United Kingdom",22848,AMAZON,-0.5
"United Kingdom",23553,"LANDMARK FRAME CAMDEN TOWN",-0.5
"United Kingdom",21790,"VINTAGE SNAP CARDS",-0.5
"United Kingdom",21890,"S/6 WOODEN SKITTLES IN COTTON BAG",-0.5
"United Kingdom",21621,"rcvd be air temp fix for dotcom sit",-0.5
EIRE,21447,"12 IVORY ROSE PEG PLACE SETTINGS",-0.499467518636848
EIRE,23176,"ABC TREASURE BOOK BOX",-0.499021526418787
"United Kingdom",22502,"PICNIC BASKET WICKER 60 PIECES",-0.491666666666667
Germany,85183B,"CHARLIE & LOLA WASTEPAPER BIN FLORA",-0.48876404494382
"United Kingdom",85198,"ASSORTED FARMYARD ANIMALS IN BUCKET",-0.484858619641228
Australia,22580,"ADVENT CALENDAR GINGHAM SACK",-0.477855477855478
"United Kingdom",21736,"GOLD SCROLL GLASS T-LIGHT HOLDER",-0.470588235294118
Norway,21756,"BATH BUILDING BLOCK WORD",-0.469387755102041
"United Kingdom",22318,"FIVE HEART HANGING DECORATION",-0.467889908256881
"United Kingdom",22287,"DECORATION , WOBBLY CHICKEN, METAL ",-0.467889908256881
"United Kingdom",23235,"BISCUIT TIN VINTAGE LEAF",-0.464880952380952
Germany,22377,"BOTTLE BAG RETROSPOT",-0.464285714285714
"United Kingdom",21845,"DAIRY MAID STRIPE MUG",-0.459474885844749
Belgium,22620,"4 TRADITIONAL SPINNING TOPS",-0.45748987854251
"United Kingdom",22482,"BLUE TEA TOWEL CLASSIC DESIGN",-0.455274470899471
"Channel Islands",22150,"3 STRIPEY MICE FELTCRAFT",-0.450478521332554
"United Kingdom",22297,"HEART IVORY TRELLIS SMALL",-0.45
"United Kingdom",23681,"LUNCH BAG RED VINTAGE DOILY",-0.45
Italy,22939,"ADULT APRON APPLE DELIGHT",-0.445297504798464
Unspecified,20983,"12 PENCILS TALL TUBE RED RETROSPOT",-0.442764578833693
"United Kingdom",21528,"DAIRY MAID TRADITIONAL TEAPOT",-0.442319419975606
EIRE,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",-0.441399136920352
EIRE,20982,"12 PENCILS TALL TUBE SKULLS",-0.440145102781137
"United Kingdom",21174,"POTTERING IN THE SHED METAL SIGN",-0.428571428571429
Belgium,23176,"ABC TREASURE BOOK BOX",-0.427272727272727
EIRE,22150,"3 STRIPEY MICE FELTCRAFT",-0.422566680631197
Germany,16011,"ANIMAL STICKERS",-0.421538461538462
"United Kingdom",84789,"ENCHANTED BIRD PLANT CAGE",-0.414634146341463
Germany,23375,"50'S CHRISTMAS PAPER GIFT BAG",-0.414322250639386
"United Kingdom",85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",-0.414012738853503
France,23206,"LUNCH BAG APPLE DESIGN",-0.405660377358491
Germany,21395,"BLUE POLKADOT BEAKER",-0.397959183673469
"United Kingdom",23014,"GLASS APOTHECARY BOTTLE ELIXIR",-0.397625448028674
"United Kingdom",22517,"CHILDS GARDEN RAKE PINK",-0.395833333333333
"United Kingdom",84279P,found,-0.391304347826087
"United Kingdom",22033,"BOTANICAL ROSE GREETING CARD",-0.38961038961039
"United Kingdom",72801D,"4 SKY BLUE DINNER CANDLES",-0.387688672421276
France,22729,"ALARM CLOCK BAKELIKE ORANGE",-0.381538461538462
"United Kingdom",85132A,"CHARLIE + LOLA BISCUITS TINS",-0.377869418599927
"United Kingdom",21270,"ANTIQUE CREAM CUTLERY CUPBOARD",-0.377457827242141
Belgium,22661,"CHARLOTTE BAG DOLLY GIRL DESIGN",-0.375960800889181
EIRE,22961,"JAM MAKING SET PRINTED",-0.375
"United Kingdom",21509,"COWBOYS AND INDIANS BIRTHDAY CARD",-0.365384615384615
Germany,20983,"12 PENCILS TALL TUBE RED RETROSPOT",-0.354652529245233
EIRE,23434,"3 RAFFIA RIBBONS 50'S CHRISTMAS",-0.353927269946402
"United Kingdom",22199,"FRYING PAN RED RETROSPOT",-0.35
"United Kingdom",22673,"FRENCH GARDEN SIGN BLUE METAL",-0.349875930521092
Germany,23434,"3 RAFFIA RIBBONS 50'S CHRISTMAS",-0.349595421195434
"United Kingdom",21441,"BLUE BIRDHOUSE DECORATION",-0.348837209302326
Netherlands,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",-0.34587191579535
Switzerland,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",-0.335970360897612
"United Kingdom",23435,"3 RAFFIA RIBBONS VINTAGE CHRISTMAS",-0.333962222516439
"United Kingdom",22957,"SET 3 PAPER VINTAGE CHICK PAPER EGG",-0.333333333333333
"United Kingdom",22734,"amazon sales",-0.333333333333333
"United Kingdom",37489B,"BLUE/YELLOW FLOWER DESIGN BIG MUG",-0.333333333333333
"United Kingdom",23196,"RETO LEAVES MAGNETIC SHOPPING LIST",-0.333333333333333
"United Kingdom",22992,"REVOLVER WOODEN RULER",-0.333333333333333
"United Kingdom",22219,"LOVEBIRD HANGING DECORATION WHITE",-0.333333333333333
"United Kingdom",21823,"PAINTED METAL HEART WITH HOLLY BELL",-0.328703703703704
Switzerland,20977,"36 PENCILS TUBE WOODLAND",-0.328571428571429
EIRE,20979,"36 PENCILS TUBE RED RETROSPOT",-0.321238779584248
"United Kingdom",20985,"HEART CALCULATOR",-0.319166666666667
Germany,84997C,"CHILDRENS CUTLERY POLKADOT BLUE",-0.309178743961353
"United Kingdom",22936,"BAKING MOULD ROSE WHITE CHOCOLATE",-0.303030303030303
"United Kingdom",21648,"ASSORTED TUTTI FRUTTI SMALL PURSE",-0.3
Belgium,22965,"3 TRADITIONAl BISCUIT CUTTERS  SET",-0.297767450337161
"United Kingdom",22978,"PANTRY ROLLING PIN",-0.289181692094313
"United Kingdom",22507,"MEMO BOARD RETROSPOT  DESIGN",-0.285714285714286
France,22949,"36 DOILIES DOLLY GIRL",-0.282279639538158
"United Kingdom",22479,"DAISY GARDEN MARKER",-0.277777777777778
"United Kingdom",23110,"PARISIENNE KEY CABINET",-0.277706708901884
France,84279P,"CHERRY BLOSSOM  DECORATIVE FLASK",-0.277372262773723
"United Kingdom",22421,"LIPSTICK PEN FUSCHIA",-0.277033898305085
Germany,22951,"60 CAKE CASES DOLLY GIRL DESIGN",-0.26980198019802
"United Kingdom",22228,"BUNNY WOODEN PAINTED WITH BIRD",-0.268445177113908
"United Kingdom",15030,"FAN BLACK FRAME",-0.266666666666667
"Hong Kong",22418,"10 COLOUR SPACEBOY PEN",-0.266393442622951
"United Kingdom",23175,"REGENCY MILK JUG PINK",-0.265392781316348
France,23124,"18PC WOODEN CUTLERY SET DISPOSABLE",-0.262108262108262
"United Kingdom",22149,check,-0.260869565217391
Denmark,22567,"20 DOLLY PEGS RETROSPOT",-0.255506607929515
"United Kingdom",23191,"BUNDLE OF 3 RETRO EXERCISE BOOKS",-0.253968253968254
"United Kingdom",21056,"DOCTOR'S BAG SOFT TOY",-0.252173913043478
"United Kingdom",22666,"RECIPE BOX PANTRY YELLOW DESIGN",-0.251526251526252
"United Kingdom",22180,"RETROSPOT LAMP",-0.25
"United Kingdom",22734,"SET OF 6 RIBBONS VINTAGE CHRISTMAS",-0.25
"United Kingdom",22656,"VINTAGE BLUE KITCHEN CABINET",-0.25
"United Kingdom",23345,"DOLLY GIRL BEAKER",-0.249819952179299
EIRE,22728,"ALARM CLOCK BAKELIKE PINK",-0.248927038626609
"United Kingdom",20866,"BLUE ROSE FABRIC MIRROR",-0.242280995841463
"United Kingdom",21154,"RED RETROSPOT OVEN GLOVE",-0.238095238095238
EIRE,22171,"3 HOOK PHOTO SHELF ANTIQUE WHITE",-0.23728813559322
"United Kingdom",22069,"BROWN  PIRATE TREASURE CHEST",-0.230657973798903
France,22215,"CAKE STAND WHITE TWO TIER LACE",-0.230006835269993
"United Kingdom",47469,"ASSORTED SHAPES PHOTO CLIP SILVER",-0.227975632614808
"United Kingdom",22817,"CARD SUKI BIRTHDAY",-0.224719101123595
"United Kingdom",21556,"CERAMIC STRAWBERRY MONEY BOX",-0.221374045801527
"United Kingdom",20754,Found,-0.208333333333333
"United Kingdom",23188,"VINTAGE  2 METER FOLDING RULER",-0.207608695652174
"United Kingdom",21468,"BUTTERFLY CROCHET FOOD COVER",-0.20277149321267
Germany,22242,"5 HOOK HANGER MAGIC TOADSTOOL",-0.202302631578947
"United Kingdom",72127,"COLUMBIAN CANDLE ROUND",-0.2
"United Kingdom",23503,"PLAYING CARDS KEEP CALM & CARRY ON",-0.2
France,22374,"AIRLINE BAG VINTAGE JET SET RED",-0.195625
"United Kingdom",22536,"MAGIC DRAWING SLATE PURDEY",-0.193822124950259
Finland,23077,"DOUGHNUT LIP GLOSS",-0.193308550185874
"United Kingdom",23068,"ALUMINIUM HEART",-0.19311581835717
"Channel Islands",22951,"60 CAKE CASES DOLLY GIRL DESIGN",-0.184022824536377
"United Kingdom",72802A,"Had been put aside.",-0.181818181818182
Germany,85014A,"BLACK/BLUE POLKADOT UMBRELLA",-0.179775280898876
"United Kingdom",22600,"CHRISTMAS RETROSPOT STAR WOOD",-0.170280352042898
"United Kingdom",22791,"T-LIGHT GLASS FLUTED ANTIQUE",-0.166666666666667
"United Kingdom",23094,"LE GRAND TRAY CHIC SET",-0.166666666666667
"United Kingdom",72131,"COLUMBIAN CANDLE RECTANGLE",-0.166436781609195
"United Kingdom",20840,"FRENCH FLORAL CUSHION COVER",-0.164556962025316
Portugal,23176,"ABC TREASURE BOOK BOX",-0.163642921550947
"United Kingdom",84508C,"BLUE CIRCLES DESIGN TEDDY",-0.158061749571184
"United Kingdom",21634,"ASSORTED MINI MADRAS NOTEBOOK",-0.152386835696892
"United Kingdom",22857,"ASSORTED EASTER GIFT TAGS",-0.146867964488466
"United Kingdom",22603,"CHRISTMAS RETROSPOT TREE WOOD",-0.144395398608882
"United Kingdom",20954,"*USB Office Mirror Ball",-0.144274809160305
Germany,22727,"ALARM CLOCK BAKELIKE RED",-0.141104294478528
"United Kingdom",84568,"GIRLS ALPHABET IRON ON PATCHES",-0.139583333333333
"Channel Islands",22436,"12 COLOURED PARTY BALLOONS",-0.138996138996139
"United Kingdom",22057,"CERAMIC PLATE STRAWBERRY DESIGN",-0.129598108747045
France,20973,"12 PENCIL SMALL TUBE WOODLAND",-0.127259893134863
EIRE,22906,"12 MESSAGE CARDS WITH ENVELOPES",-0.126056648785802
"United Kingdom",21258,"VICTORIAN SEWING BOX LARGE",-0.125
"United Kingdom",22040,"BOTANICAL ROSE GIFT WRAP",-0.12171743697479
"United Kingdom",21463,"MIRRORED DISCO BALL",-0.117724867724868
"United Kingdom",23209,"LUNCH BAG DOILEY PATTERN",-0.11683615819209
"United Kingdom",20828,"GLITTER BUTTERFLY CLIPS",-0.116666666666667
"United Kingdom",21618,"4 WILDFLOWER BOTANICAL CANDLES",-0.114612891130544
"United Kingdom",17096,"ASSORTED LAQUERED INCENSE HOLDERS",-0.113742740529771
EIRE,23253,"16 PIECE CUTLERY SET PANTRY DESIGN",-0.111904700066661
"United Kingdom",90161C,"ANT COPPER LIME BOUDICCA BRACELET",-0.110601030185499
France,22725,"ALARM CLOCK BAKELIKE CHOCOLATE",-0.107861278187919
"United Kingdom",84563B,"BLUE & WHITE BREAKFAST TRAY",-0.10223063973064
Belgium,22374,"AIRLINE BAG VINTAGE JET SET RED",-0.102176527176527
EIRE,84992,"72 SWEETHEART FAIRY CAKE CASES",-0.0986262170454935
Denmark,22374,"AIRLINE BAG VINTAGE JET SET RED",-0.0982142857142857
Poland,22171,"3 HOOK PHOTO SHELF ANTIQUE WHITE",-0.09375
"United Kingdom",22740,"POLKADOT PEN",-0.0916666666666667
"United Kingdom",46138B,"BLUE CHENILLE SHAGGY CUSHION COVER",-0.0878685403233343
"United Kingdom",22852,"DOG BOWL VINTAGE CREAM",-0.0861111111111111
"United Kingdom",23489,"GARLAND, VINTAGE BELLS",-0.0833333333333333
